,aryl_halides,solvent,photocalysts,solvent_photocatalyst,piperidines,catalysts,ni_catalysts,ni_solvent,products,uplcms,aryl_halides_moles,photocalysts_moles,piperidines_moles,catalysts_moles,ni_catalysts_moles,reaction_smiles_std,reactant_ids_order
0,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,CS(C)=O,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)N4CCCCC4,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2.F[P-](F)(F)(F)(F)F.CC(C)(C)c1cc(ncc1)-c2cc(ccn2)C(C)(C)C.FC(F)(F)c1cnc(cc1)-c2c(cc(cc2F)F)[Ir]c3c(c(cc(F)c3)F)-c4ncc(C(F)(F)F)cc4>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0]"
1,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F,CS(C)=O,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc2c(cc1N3CCCCC3)C(OC(=O)N2)(C#CC4CC4)C(F)(F)F,1.9979986,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2.F[P-](F)(F)(F)(F)F.CC(C)(C)c1cc(ncc1)-c2cc(ccn2)C(C)(C)C.FC(F)(F)c1cnc(cc1)-c2c(cc(cc2F)F)[Ir]c3c(c(cc(F)c3)F)-c4ncc(C(F)(F)F)cc4>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0]"
2,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,CS(C)=O,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.F[P-](F)(F)(F)(F)F.c1ccc(-c2ccccc2[Ir]c2ccccc2-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)N4CCCCC4,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2.F[P-](F)(F)(F)(F)F.CC(C)(C)c1cc(ncc1)-c2cc(ccn2)C(C)(C)C.n1c(-c2ccccc2[Ir]c3c(-c4ncccc4)cccc3)cccc1>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0]"
3,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F,CS(C)=O,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.F[P-](F)(F)(F)(F)F.c1ccc(-c2ccccc2[Ir]c2ccccc2-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc2c(cc1N3CCCCC3)C(OC(=O)N2)(C#CC4CC4)C(F)(F)F,2.353645,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2.F[P-](F)(F)(F)(F)F.CC(C)(C)c1cc(ncc1)-c2cc(ccn2)C(C)(C)C.n1c(-c2ccccc2[Ir]c3c(-c4ncccc4)cccc3)cccc1>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0]"
4,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,CS(C)=O,Fc1cc(F)c(-c2ccccn2)c([Ir](c2cc(F)cc(F)c2-c2ccccn2)c2cc(F)cc(F)c2-c2ccccn2)c1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)N4CCCCC4,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2.c1c(cc(c(-c2ccccn2)c1F)[Ir](c3cc(cc(c3-c4ccccn4)F)F)c5cc(cc(c5-c6ccccn6)F)F)F>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0]"
5,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F,CS(C)=O,Fc1cc(F)c(-c2ccccn2)c([Ir](c2cc(F)cc(F)c2-c2ccccn2)c2cc(F)cc(F)c2-c2ccccn2)c1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc2c(cc1N3CCCCC3)C(OC(=O)N2)(C#CC4CC4)C(F)(F)F,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2.c1c(cc(c(-c2ccccn2)c1F)[Ir](c3cc(cc(c3-c4ccccn4)F)F)c5cc(cc(c5-c6ccccn6)F)F)F>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0]"
6,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,CS(C)=O,c1ccc(-c2ccccc2[Ir](c2ccccc2-c2ccccn2)c2ccccc2-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)N4CCCCC4,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2.c1cnc(-c2c(cccc2)[Ir](c3c(cccc3)-c4ccccn4)c5c(cccc5)-c6ccccn6)cc1>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0]"
7,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F,CS(C)=O,c1ccc(-c2ccccc2[Ir](c2ccccc2-c2ccccn2)c2ccccc2-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc2c(cc1N3CCCCC3)C(OC(=O)N2)(C#CC4CC4)C(F)(F)F,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2.c1cnc(-c2c(cccc2)[Ir](c3c(cccc3)-c4ccccn4)c5c(cccc5)-c6ccccn6)cc1>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0]"
8,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,CS(C)=O,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)N4CCCCC4,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2.[Ru].F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0, 3.2, 3.0, 3.1, 3.3, 3.4, 3.5]"
9,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F,CS(C)=O,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc2c(cc1N3CCCCC3)C(OC(=O)N2)(C#CC4CC4)C(F)(F)F,5.7705035,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2.[Ru].F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1.c1cccc(-c2ccccn2)n1>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0, 3.2, 3.0, 3.1, 3.3, 3.4, 3.5]"
10,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,CS(C)=O,C1=CC2Sc3ccccc3N(c3ccccc3)C2C=C1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)N4CCCCC4,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1ccccc1N1C2C=CC=CC2Sc2ccccc21.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,"[2.0, 4.0, 5.0, 6.0, 6.1, 3.0, 1.0]"
11,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F,CS(C)=O,C1=CC2Sc3ccccc3N(c3ccccc3)C2C=C1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc2c(cc1N3CCCCC3)C(OC(=O)N2)(C#CC4CC4)C(F)(F)F,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1ccccc1N1C2C=CC=CC2Sc2ccccc21.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,"[2.0, 4.0, 5.0, 6.0, 6.1, 3.0, 1.0]"
12,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,CS(C)=O,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)N4CCCCC4,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2.c1(O)ccc2c(c1)Oc1c(ccc(O)c1)C21c2c(cccc2)C(=O)O1>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0, 3.0]"
13,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F,CS(C)=O,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc2c(cc1N3CCCCC3)C(OC(=O)N2)(C#CC4CC4)C(F)(F)F,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2.c1(O)ccc2c(c1)Oc1c(ccc(O)c1)C21c2c(cccc2)C(=O)O1>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0, 3.0]"
14,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,CS(C)=O,O=C1OC2(c3cc(I)c(O)c(I)c3Oc3c2cc(I)c(O)c3I)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)N4CCCCC4,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2.Oc1c(I)c2c(cc1I)C1(c3c(c(I)c(O)c(I)c3)O2)c2c(c(Cl)c(Cl)c(Cl)c2Cl)C(=O)O1>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0, 3.0]"
15,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F,CS(C)=O,O=C1OC2(c3cc(I)c(O)c(I)c3Oc3c2cc(I)c(O)c3I)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc2c(cc1N3CCCCC3)C(OC(=O)N2)(C#CC4CC4)C(F)(F)F,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2.Oc1c(I)c2c(cc1I)C1(c3c(c(I)c(O)c(I)c3)O2)c2c(c(Cl)c(Cl)c(Cl)c2Cl)C(=O)O1>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0, 3.0]"
16,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,CS(C)=O,F[B-](F)(F)F.c1ccc(-c2cc(-c3ccccc3)[o+]c(-c3ccccc3)c2)cc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)N4CCCCC4,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2.F[B-](F)(F)F.c1ccccc1-c1cc(-c2ccccc2)cc(-c2ccccc2)[o+]1>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0, 3.0, 3.1]"
17,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F,CS(C)=O,F[B-](F)(F)F.c1ccc(-c2cc(-c3ccccc3)[o+]c(-c3ccccc3)c2)cc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc2c(cc1N3CCCCC3)C(OC(=O)N2)(C#CC4CC4)C(F)(F)F,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2.F[B-](F)(F)F.c1ccccc1-c1cc(-c2ccccc2)cc(-c2ccccc2)[o+]1>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0, 3.0, 3.1]"
18,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,CS(C)=O,N#Cc1ccc(C#N)c2ccccc12,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)N4CCCCC4,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(C#N)c2ccccc2c1C#N.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,"[2.0, 4.0, 5.0, 6.0, 6.1, 3.0, 1.0]"
19,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F,CS(C)=O,N#Cc1ccc(C#N)c2ccccc12,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc2c(cc1N3CCCCC3)C(OC(=O)N2)(C#CC4CC4)C(F)(F)F,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.c1cc(C#N)c2ccccc2c1C#N.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,"[2.0, 4.0, 5.0, 6.0, 6.1, 3.0, 1.0]"
20,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,CS(C)=O,FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc23)cc(C(F)(F)F)c1.[Cl-],CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)N4CCCCC4,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2.[Cl-].FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3c2cccc3)cc(C(F)(F)F)c1>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0, 3.1, 3.0]"
21,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F,CS(C)=O,FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc23)cc(C(F)(F)F)c1.[Cl-],CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc2c(cc1N3CCCCC3)C(OC(=O)N2)(C#CC4CC4)C(F)(F)F,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2.[Cl-].FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3c2cccc3)cc(C(F)(F)F)c1>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0, 3.1, 3.0]"
22,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,CS(C)=O,FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc23)cc(C(F)(F)F)c1.[Cl-],CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)N4CCCCC4,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2.[Cl-].FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3c2cccc3)cc(C(F)(F)F)c1>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0, 3.1, 3.0]"
23,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F,CS(C)=O,FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc23)cc(C(F)(F)F)c1.[Cl-],CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc2c(cc1N3CCCCC3)C(OC(=O)N2)(C#CC4CC4)C(F)(F)F,0,100,0.5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2.[Cl-].FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3c2cccc3)cc(C(F)(F)F)c1>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0, 3.1, 3.0]"
24,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,CS(C)=O,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)N4CCCCC4,0,100,5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2.F[P-](F)(F)(F)(F)F.CC(C)(C)c1cc(ncc1)-c2cc(ccn2)C(C)(C)C.FC(F)(F)c1cnc(cc1)-c2c(cc(cc2F)F)[Ir]c3c(c(cc(F)c3)F)-c4ncc(C(F)(F)F)cc4>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0]"
25,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F,CS(C)=O,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc2c(cc1N3CCCCC3)C(OC(=O)N2)(C#CC4CC4)C(F)(F)F,0,100,5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.FC(F)(F)[C@@]1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2.F[P-](F)(F)(F)(F)F.CC(C)(C)c1cc(ncc1)-c2cc(ccn2)C(C)(C)C.FC(F)(F)c1cnc(cc1)-c2c(cc(cc2F)F)[Ir]c3c(c(cc(F)c3)F)-c4ncc(C(F)(F)F)cc4>>FC(F)(F)C1(C#CC2CC2)OC(=O)Nc2ccc(N3CCCCC3)cc21,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0]"
26,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,CS(C)=O,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.F[P-](F)(F)(F)(F)F.c1ccc(-c2ccccc2[Ir]c2ccccc2-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)N4CCCCC4,0,100,5,150,180,5,CS(C)=O.C1CCCCN1.C1CN2CCN1CC2.C(COC)OC.Cl[Ni]Cl.[nH]1c2c3n(c(=O)c1=O)C(CC(=O)OC)CCc3cc(Br)c2.F[P-](F)(F)(F)(F)F.CC(C)(C)c1cc(ncc1)-c2cc(ccn2)C(C)(C)C.n1c(-c2ccccc2[Ir]c3c(-c4ncccc4)cccc3)cccc1>>C1CN(c2cc3c4n(c(=O)c(=O)[nH]c4c2)C(CC(OC)=O)CC3)CCC1,"[2.0, 4.0, 5.0, 6.0, 6.1, 1.0]"
